"Código Establecimiento","Nombre Establecimiento","ID Comuna","Nombre Comuna","Femenino","Masculino","Total Estudiantes"
"3967","ESCUELA BASICA GENERAL CRUZ","8410","PEMUCO","6","7","13"
"3971","ESCUELA JOSÉ RENÉ SALGADO","8410","PEMUCO","5","5","10"
"3972","ESCUELA ARTURO MATTE ALESSANDRI","8410","PEMUCO","9","3","12"
"3974","ESCUELA BASICA VALLE HERMOSO","8410","PEMUCO","4","5","9"
"3977","LICEO SANTA CRUZ DE LARQUI","8402","BULNES","22","32","54"
"3978","ESCUELA CELIA URRUTIA PRIETO","8402","BULNES","9","8","17"
"3980","ESCUELA BASICA PUEBLO SECO SANTA CLARA","8402","BULNES","11","14","25"
"3981","ESCUELA EL PALPAL DE SANTA CLARA","8402","BULNES","11","11","22"
"3982","ESCUELA BATALLA DEL ROBLE","8402","BULNES","5","9","14"
"3983","ESCUELA EVARISTA OGALDE ORTEGA","8402","BULNES","8","12","20"
"3984","ESCUELA CANTA RANA","8402","BULNES","6","4","10"
"3991","ESCUELA COLTON QUILLAY","8402","BULNES","1","1","2"
"3999","ESCUELA BASICA HEROES DEL ITATA","8413","QUILLON","25","30","55"
"4000","ESCUELA BÁSICA AMANDA CHÁVEZ NAVARRETE","8413","QUILLON","24","39","63"
"4001","ESCUELA PEDRO ENRIQUE TORRES SABELLE","8413","QUILLON","1","3","4"
"4002","ESCUELA BASICA EL CASINO","8413","QUILLON","8","13","21"
"4005","ESCUELA BÁSICA PUERTO LOS FRUTALES DE COYANCO","8413","QUILLON","7","4","11"
"4006","ESCUELA BASICA LIUCURA BAJO","8413","QUILLON","3","1","4"
"4019","ESCUELA BÁSICA LAGUNA AVENDAÑO","8413","QUILLON","8","12","20"
"4026","ESCUELA BASICA NUEVA ALDEA","8415","RANQUIL","2","1","3"
"4027","ESCUELA BASICA VEGAS DE CONCHA","8415","RANQUIL","4","7","11"
"4029","ESCUELA BASICA SAN IGNACIO DE PALOMARES","8415","RANQUIL","6","6","12"
"4032","LICEO NIBALDO SEPULVEDA FERNANDEZ","8412","PORTEZUELO","14","14","28"
"4034","ESCUELA LOMAS DE CHUDAL","8412","PORTEZUELO","2","5","7"
"4039","ESCUELA SAN FRANCISCO DE ASIS","8412","PORTEZUELO","1","0","1"
"4048","ESCUELA VILLA JESUS DE COELEMU","8404","COELEMU","21","25","46"
"4050","ESCUELA MARIA TERESA MARCHANT CONTRERAS","8404","COELEMU","22","36","58"
"4051","ESCUELA CLEMENTINA MAUREIRA ALMANZA","8404","COELEMU","14","3","17"
"4052","ESCUELA GUARILIHUE ALTO","8404","COELEMU","6","6","12"
"4059","ESCUELA FELIPE CUBILLOS SIGAL","8404","COELEMU","1","2","3"
"4061","ESCUELA BASICA AMERICA","8415","RANQUIL","2","5","7"
"4062","ESCUELA VEGAS DE ITATA","8404","COELEMU","1","2","3"
"4070","ESCUELA BASICA MAITENCO","8420","TREGUACO","8","7","15"
"4071","ESCUELA BÁSICA VALLE LONQUÉN","8420","TREGUACO","17","25","42"
"4076","ESCUELA BASICA MINAS DE LEUQUE","8420","TREGUACO","4","4","8"
"4087","ESCUELA BASICA BUCHUPUREO","8403","COBQUECURA","4","6","10"
"4090","ESCUELA BASICA COLMUYAO","8403","COBQUECURA","0","2","2"
"4094","ESCUELA BASICA TAUCU","8403","COBQUECURA","1","4","5"
"4103","ESCUELA GRUMETE CORTES","8414","QUIRIHUE","17","17","34"
"4104","ESCUELA NUEVA AMERICA","8414","QUIRIHUE","25","19","44"
"4107","ESCUELA BASICA SANTA CAROLINA","8414","QUIRIHUE","2","4","6"
"4112","ESCUELA BASICA SANTA ELENA","8414","QUIRIHUE","0","3","3"
"4125","ESCUELA ROSARIO CHACON BARRIOS","8408","NINHUE","1","2","3"
"4128","ESCUELA BASICA DE RELOCA","8408","NINHUE","2","2","4"
"4130","ESCUELA BASICA EL RINCON","8408","NINHUE","1","1","2"
"4131","ESCUELA DOCTOR DAVID BENAVENTE SEPÚLVEDA","8408","NINHUE","3","3","6"
"4133","ESCUELA ALIPIA ACEVEDO","8408","NINHUE","1","3","4"
"4134","ESCUELA BASICA TALHUAN","8408","NINHUE","3","5","8"
"4140","LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLÁS","8419","SAN NICOLAS","67","57","124"
"4141","LICEO TÉCNICO PUENTE ÑUBLE","8419","SAN NICOLAS","7","11","18"
"4142","ESCUELA LA MERCED","8416","SAN CARLOS","1","2","3"
"4163","LICEO LOS ÁNGELES A-59","8301","LOS ANGELES","160","121","281"
"4164","LICEO COEDUCACIONAL SANTA MARÍA DE LOS ÁNGELES","8301","LOS ANGELES","27","20","47"
"4168","ESCUELA GENERAL BERNARDO O HIGGINS","8301","LOS ANGELES","0","39","39"
"4169","ESCUELA ESPANA","8301","LOS ANGELES","24","29","53"
"4171","ESCUELA COLONIA ARABE","8301","LOS ANGELES","23","23","46"
"4172","ESCUELA GENERAL JOSE DE SAN MARTIN","8301","LOS ANGELES","70","0","70"
"4173","ESCUELA BLANCO ENCALADA","8301","LOS ANGELES","12","43","55"
"4174","ESCUELA HOGAR NIEVES VASQUEZ PALACIOS","8301","LOS ANGELES","23","27","50"
"4175","ESCUELA THOMAS JEFFERSON","8301","LOS ANGELES","7","12","19"
"4176","ESCUELA JOSE MANSO DE VELASCO","8301","LOS ANGELES","73","0","73"
"4177","ESCUELA CLARA REBOLLEDO DE GODOY","8301","LOS ANGELES","5","9","14"
"4179","ESCUELA PEDRO RUIZ ALDEA","8301","LOS ANGELES","28","36","64"
"4180","ESCUELA ARTURO ALESSANDRI PALMA","8301","LOS ANGELES","8","16","24"
"4181","ESCUELA BASICA REPUBLICA DE ISRAEL","8301","LOS ANGELES","6","18","24"
"4183","ESCUELA BASICA 21 DE MAYO","8301","LOS ANGELES","12","11","23"
"4185","ESCUELA ISLA DE LAJA","8301","LOS ANGELES","35","22","57"
"4186","ESCUELA BASICA REPUBLICA DE ALEMANIA","8301","LOS ANGELES","8","9","17"
"4188","ESCUELA REPUBLICA DE GRECIA","8301","LOS ANGELES","6","5","11"
"4189","ESCUELA BASICA 11 DE SEPTIEMBRE","8301","LOS ANGELES","5","14","19"
"4190","LICEO SANTA FE","8301","LOS ANGELES","24","22","46"
"4191","ESCUELA BASICA SANTA CLARA DE CHACAYAL","8301","LOS ANGELES","6","11","17"
"4193","ESCUELA BASICA LOS MOLINOS","8301","LOS ANGELES","3","4","7"
"4194","ESCUELA BASICA LA QUEBRADA","8301","LOS ANGELES","6","9","15"
"4195","LICEO AGROINDUSTRIAL LLANO BLANCO","8301","LOS ANGELES","23","20","43"
"4197","ESCUELA CORONEL GUILLERMO MARIN CARMONA","8301","LOS ANGELES","3","11","14"
"4199","ESCUELA BASICA LA AGUADA DE CUEL","8301","LOS ANGELES","11","5","16"
"4200","ESCUELA BASICA VIRQUENCO","8301","LOS ANGELES","16","16","32"
"4201","ESCUELA BÁSICA HITILHUE","8301","LOS ANGELES","10","16","26"
"4202","ESCUELA BASICA LOS TRONCOS","8301","LOS ANGELES","0","1","1"
"4204","ESCUELA BASICA MILLANTU","8301","LOS ANGELES","11","10","21"
"4205","ESCUELA DIEGO PORTALES PALAZUELOS","8301","LOS ANGELES","15","10","25"
"4207","ESCUELA BÁSICA LA RINCONADA DEL SALTO","8301","LOS ANGELES","7","6","13"
"4210","ESCUELA BASICA COYANCO","8301","LOS ANGELES","1","2","3"
"4221","ESCUELA BASICA LA CAPILLA","8301","LOS ANGELES","5","7","12"
"4231","ESCUELA BASICA LA LEYENDA","8301","LOS ANGELES","5","6","11"
"4235","ESCUELA BASICA EL AMANECER DE DUQUECO","8301","LOS ANGELES","8","11","19"
"4254","ESCUELA PUENTE PERALES","8304","LAJA","12","5","17"
"4255","ESCUELA BASICA EL NOGAL.","8301","LOS ANGELES","5","8","13"
"4290","ESCUELA CHARRUA","8303","CABRERO","7","9","16"
"4292","ESCUELA SALTO EL LAJA","8303","CABRERO","12","11","23"
"4310","ESCUELA BASICA TUCAPEL","8312","TUCAPEL","22","21","43"
"4311","ESCUELA LOS AVELLANOS","8312","TUCAPEL","6","5","11"
"4312","ESCUELA ALEJANDRO PEREZ URBANO","8312","TUCAPEL","3","6","9"
"4324","LICEO  DOCTOR VÍCTOR RÍOS RUIZ","8302","ANTUCO","29","33","62"
"4331","LICEO FRANCISCO BASCUNAN GUERRERO","8309","QUILLECO","24","23","47"
"4333","LICEO ISABEL RIQUELME","8309","QUILLECO","15","11","26"
"4334","ESCUELA BASICA VILLA MERCEDES","8309","QUILLECO","10","14","24"
"4348","ESCUELA BASICA EL ESFUERZO","8309","QUILLECO","3","2","5"
"4352","ESCUELA BÁSICA ENRIQUE BERNSTEIN CARABANTES","8311","SANTA BARBARA","22","25","47"
"4354","ESCUELA DE CONCENTRACIÓN FRONTERIZA RALCO ALTO BIOBÍO","8314","ALTO BIOBIO","17","16","33"
"4355","ESCUELA DE EDUCACIÓN GENERAL BÁSICA EL HUACHI","8311","SANTA BARBARA","1","4","5"
"4356","ESCUELA LOS BOLDOS","8311","SANTA BARBARA","6","7","13"
"4357","ESCUELA BASICA VILLACURA","8311","SANTA BARBARA","5","4","9"
"4358","ESCUELA MARIANO PUGA VEGA","8311","SANTA BARBARA","3","6","9"
"4372","ESCUELA QUILLAILEO","8311","SANTA BARBARA","7","1","8"
"4375","ESCUELA RALCO LEPOY","8314","ALTO BIOBIO","12","9","21"
"4392","INSTITUTO VALLE DEL SOL QUILACO","8308","QUILACO","7","8","15"
